Nr,Name,Versform,Verstyp,Hebungsschema,Kadenzen,Versschema,Versschema_HTML,Reimschema,Herkunft,Rang,Strophentyp,VT00001600,VT16001700,VT17001770,VT17701830,VT18301900,VT19001980,R00001600,R16001700,R17001770,R17701830,R18301900,R19001980
4.54,"Romanzenstrophe, 'Schenkenstrophe'",,trochäisch,[4 4 4 4],w w w w,+ - + - + - + - || + - + - + - + - || + - + - + - + - || + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + -<br>+ - + - + - + -<br>+ - + - + - + -<br>+ - + - + - + -</p>",a b a b / x a x a,jüngere Prägung (keine spezifische Herkunft),10,04 Vierzeiler,0,0,0,25,35,36,,,,10,6,5
4.55,,,trochäisch,[4 4 4 4],w w w w,+ - + - + - + - || + - + - + - + - || + - + - + - + - || + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + -<br>+ - + - + - + -<br>+ - + - + - + -<br>+ - + - + - + -</p>",a b b a,jüngere Prägung (keine spezifische Herkunft),68,04 Vierzeiler,0,0,0,4,3,4,,,,,,
4.56,,,trochäisch,[4 4 4 4],w w w w,+ - + - + - + - || + - + - + - + - || + - + - + - + - || + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + -<br>+ - + - + - + -<br>+ - + - + - + -<br>+ - + - + - + -</p>",x x x x (ungereimt),spanisch,74,04 Vierzeiler,0,0,0,4,4,2,,,,,,
4.57,,,jambisch,[4 4 4 4],m m m m,- + - + - + - + || - + - + - + - + || - + - + - + - + || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +</p>",a a a a,(altdeutsches) Kirchen-/Volkslied,107,04 Vierzeiler,,,,,,,,,,,,
4.58,ambrosianische Hymnenstrophe,,jambisch,[4 4 4 4],m m m m,- + - + - + - + || - + - + - + - + || - + - + - + - + || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +</p>",a a b b,lateinische Hymnendichtung,1,04 Vierzeiler,233,88,33,27,21,13,1,1,6,9,10,18
4.59,,,jambisch,[4 4 4 4],m m m m,- + - + - + - + || - + - + - + - + || - + - + - + - + || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +</p>",a b a b / x a x a,(altdeutsches) Kirchen-/Volkslied,14,04 Vierzeiler,3,0,1,3,27,21,,,,,7,12
4.60,,,jambisch,[4 4 4 4],m m m m,- + - + - + - + || - + - + - + - + || - + - + - + - + || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +</p>",a b b a,jüngere Prägung (keine spezifische Herkunft),91,04 Vierzeiler,,,,,,,,,,,,
4.61,,,jambisch,[4 4 4 4],m m m m,- + - + - + - + || - + - + - + - + || - + - + - + - + || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +<br>- + - + - + - +</p>",x x x x (ungereimt),jüngere Prägung (keine spezifische Herkunft),113,04 Vierzeiler,,,,,,,,,,,,
4.62,,,daktylisch mit Auftakt,[4 4 4 4],m m m m,- + - - + - - + - - + || - + - - + - - + - - + || - + - - + - - + - - + || - + - - + - - + - - +,"<p style=""font-family:'Lucida Console', monospace"">- + - - + - - + - - +<br>- + - - + - - + - - +<br>- + - - + - - + - - +<br>- + - - + - - + - - +</p>",a a b b,jüngere Prägung (keine spezifische Herkunft),37,04 Vierzeiler,0,0,6,9,8,3,,,,23,24,
4.63,,,jambisch,[4 4 4 4],m m w w,- + - + - + - + || - + - + - + - + || - + - + - + - + - || - + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - + - +<br>- + - + - + - + -<br>- + - + - + - + -</p>",a a b b,französisch,72,04 Vierzeiler,,,,,,,,,,,,
4.64,,,jambisch,[4 4 4 4],m w m w,- + - + - + - + || - + - + - + - + - || - + - + - + - + || - + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - + - + -<br>- + - + - + - +<br>- + - + - + - + -</p>",a b a b / x a x a,jüngere Prägung (keine spezifische Herkunft),24,04 Vierzeiler,0,2,14,4,20,9,,,21,,12,22
4.65,,,jambisch,[4 4 4 4],m w w m,- + - + - + - + || - + - + - + - + - || - + - + - + - + - || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - +<br>- + - + - + - + -<br>- + - + - + - + -<br>- + - + - + - +</p>",a b b a,jüngere Prägung (keine spezifische Herkunft),63,04 Vierzeiler,0,0,5,1,3,6,,,,,,
4.66,,,jambisch,[4 4 4 4],w m m w,- + - + - + - + - || - + - + - + - + || - + - + - + - + || - + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + -<br>- + - + - + - +<br>- + - + - + - +<br>- + - + - + - + -</p>",a b b a,jüngere Prägung (keine spezifische Herkunft),89,04 Vierzeiler,0,1,4,1,2,2,,,,,,
4.67,,,jambisch,[4 4 4 4],w m w m,- + - + - + - + - || - + - + - + - + || - + - + - + - + - || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + -<br>- + - + - + - +<br>- + - + - + - + -<br>- + - + - + - +</p>",a b a b / x a x a,jüngere Prägung (keine spezifische Herkunft),6,04 Vierzeiler,2,3,53,32,59,41,,,2,7,4,4
4.68,,,daktylisch mit Auftakt,[4 4 4 4],w m w m,- + - - + - - + - - + - || - + - - + - - + - - + || - + - - + - - + - - + - || - + - - + - - + - - +,"<p style=""font-family:'Lucida Console', monospace"">- + - - + - - + - - + -<br>- + - - + - - + - - +<br>- + - - + - - + - - + -<br>- + - - + - - + - - +</p>",a b a b / x a x a,jüngere Prägung (keine spezifische Herkunft),78,04 Vierzeiler,0,0,0,0,1,6,,,,,,
4.69,,,jambisch,[4 4 4 4],w w m m,- + - + - + - + - || - + - + - + - + - || - + - + - + - + || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + -<br>- + - + - + - + -<br>- + - + - + - +<br>- + - + - + - +</p>",a a b b,jüngere Prägung (keine spezifische Herkunft),77,04 Vierzeiler,1,1,11,3,2,1,,,,,,
4.70,,,daktylisch mit Auftakt,[4 4 4 4],w w m m,- + - - + - - + - - + - || - + - - + - - + - - + - || - + - - + - - + - - + || - + - - + - - + - - +,"<p style=""font-family:'Lucida Console', monospace"">- + - - + - - + - - + -<br>- + - - + - - + - - + -<br>- + - - + - - + - - +<br>- + - - + - - + - - +</p>",a a b b,jüngere Prägung (keine spezifische Herkunft),104,04 Vierzeiler,0,1,5,2,0,0,,,,,,
4.71,,,jambisch,[4 4 4 4],w w w w,- + - + - + - + - || - + - + - + - + - || - + - + - + - + - || - + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + -<br>- + - + - + - + -<br>- + - + - + - + -<br>- + - + - + - + -</p>",a a b b,jüngere Prägung (keine spezifische Herkunft),109,04 Vierzeiler,,,,,,,,,,,,
4.72,,,jambisch,[4 4 4 4],w w w w,- + - + - + - + - || - + - + - + - + - || - + - + - + - + - || - + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + -<br>- + - + - + - + -<br>- + - + - + - + -<br>- + - + - + - + -</p>",a b a b / x a x a,jüngere Prägung (keine spezifische Herkunft),77,04 Vierzeiler,0,0,0,0,4,4,,,,,,
4.73,,,jambisch,[4 4 4 4],w w w w,- + - + - + - + - || - + - + - + - + - || - + - + - + - + - || - + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + -<br>- + - + - + - + -<br>- + - + - + - + -<br>- + - + - + - + -</p>",a b b a,jüngere Prägung (keine spezifische Herkunft),110,04 Vierzeiler,,,,,,,,,,,,
4.74,,,jambisch,[4 5 4 5],w m w m,- + - + - + - + - || - + - + - + - + - + || - + - + - + - + - || - + - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + -<br>- + - + - + - + - +<br>- + - + - + - + -<br>- + - + - + - + - +</p>",a b a b,jüngere Prägung (keine spezifische Herkunft),116,04 Vierzeiler,,,,,,,,,,,,
4.75,,,jambisch,[5 2 5 2],w m w m,- + - + - + - + - + - || - + - + || - + - + - + - + - + - || - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - + -<br>- + - +<br>- + - + - + - + - + -<br>- + - +</p>",a b a b,jüngere Prägung (keine spezifische Herkunft),94,04 Vierzeiler,,,,,,,,,,,,
4.76,,,jambisch,[5 3 5 3],w m w m,- + - + - + - + - + - || - + - + - + || - + - + - + - + - + - || - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - + -<br>- + - + - +<br>- + - + - + - + - + -<br>- + - + - +</p>",a b a b,jüngere Prägung (keine spezifische Herkunft),90,04 Vierzeiler,0,0,0,6,0,1,,,,,,
4.77,,,jambisch,[5 4 5 3],w m w m,- + - + - + - + - + - || - + - + - + - + || - + - + - + - + - + - || - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - + -<br>- + - + - + - +<br>- + - + - + - + - + -<br>- + - + - +</p>",a b a b,jüngere Prägung (keine spezifische Herkunft),117,04 Vierzeiler,,,,,,,,,,,,
4.78,,,jambisch,[5 4 5 4],w m w m,- + - + - + - + - + - || - + - + - + - + || - + - + - + - + - + - || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - + -<br>- + - + - + - +<br>- + - + - + - + - + -<br>- + - + - + - +</p>",a b a b,jüngere Prägung (keine spezifische Herkunft),89,04 Vierzeiler,0,0,6,3,1,1,,,,,,
4.79,,,jambisch,[5 4 6 3],w m w m,- + - + - + - + - + - || - + - + - + - + || - + - + - + - + - + - + - || - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - + -<br>- + - + - + - +<br>- + - + - + - + - + - + -<br>- + - + - +</p>",a b a b,jüngere Prägung (keine spezifische Herkunft),111,04 Vierzeiler,0,0,6,1,0,0,,,,,,
4.80,alkäische Odenstrophe,,heterometrisch,[5 5 4 4],m m w w,- + - + - | + - - + - + || - + - + - | + - - + - + || - + - + - + - + - || + - - + - - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - | + - - + - +<br>- + - + - | + - - + - +<br>- + - + - + - + -<br>&nbsp;&nbsp;+ - - + - - + - + -</p>",x x x x (ungereimt),Antike,13,04 Vierzeiler,0,0,13,43,2,16,,,22,5,,14
4.81,sapphische Odenstrophe,,heterometrisch,[5 5 5 2],w w w w,+ - + - + - - + - + - || + - + - + - - + - + - || + - + - + - - + - + - || + - - + -,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - - + - + -<br>+ - + - + - - + - + -<br>+ - + - + - - + - + -<br>+ - - + -</p>",x x x x (ungereimt),Antike,45,04 Vierzeiler,0,1,0,8,3,6,,,,24,,
4.82,sapphische Odenstrophe (mit Wanderdaktylus),,heterometrisch,[5 5 5 2],w w w w,+ - - + - + - + - + - || + - + - - + - + - + - || + - + - + - - + - + - || + - - + -,"<p style=""font-family:'Lucida Console', monospace"">+ - - + - + - + - + -<br>+ - + - - + - + - + -<br>+ - + - + - - + - + -<br>+ - - + -</p>",x x x x (ungereimt),Antike,70,04 Vierzeiler,0,0,2,12,0,0,,,,,,
4.83,sapphische Odenstrophe (Barock),,heterometrisch,[5 5 5 2],w w w w,+ - - + - | + - + - + - || + - - + - | + - + - + - || + - - + - | + - + - + - || + - - + -,"<p style=""font-family:'Lucida Console', monospace"">+ - - + - | + - + - + -<br>+ - - + - | + - + - + -<br>+ - - + - | + - + - + -<br>+ - - + -</p>",a a b b,Antike,97,04 Vierzeiler,0,6,0,1,0,0,,,,,,
4.84,sapphische Odenstrophe (jambisch),,jambisch,[5 5 5 2],w w w w,- + - + - + - + - + - || - + - + - + - + - + - || - + - + - + - + - + - || - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - + -<br>- + - + - + - + - + -<br>- + - + - + - + - + -<br>- + - + -</p>",a a b b,Antike,58,04 Vierzeiler,7,10,11,1,0,0,21,,,,,
4.85,,,jambisch,[5 5 5 3],w m w m,- + - + - + - + - + - || - + - + - + - + - + || - + - + - + - + - + - || - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - + -<br>- + - + - + - + - +<br>- + - + - + - + - + -<br>- + - + - + -</p>",a b a b,jüngere Prägung (keine spezifische Herkunft),114,04 Vierzeiler,,,,,,,,,,,,
4.86,,,trochäisch,[5 5 5 4],w m w m,+ - + - + - + - + - || + - + - + - + - + || + - + - + - + - + - || + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + - + -<br>+ - + - + - + - +<br>+ - + - + - + - + -<br>+ - + - + - +</p>",a b a b,jüngere Prägung (keine spezifische Herkunft),106,04 Vierzeiler,,,,,,,,,,,,
4.87,,,jambisch,[5 5 5 4],w m w m,- + - + - + - + - + - || - + - + - + - + - + || - + - + - + - + - + - || - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - + -<br>- + - + - + - + - +<br>- + - + - + - + - + -<br>- + - + - + - +</p>",a b a b,jüngere Prägung (keine spezifische Herkunft),101,04 Vierzeiler,,,,,,,,,,,,
4.88,,,trochäisch,[5 5 5 5],m m m m,+ - + - + - + - + || + - + - + - + - + || + - + - + - + - + || + - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + - +<br>+ - + - + - + - +<br>+ - + - + - + - +<br>+ - + - + - + - +</p>",a a b b,jüngere Prägung (keine spezifische Herkunft),96,04 Vierzeiler,,,,,,,,,,,,
4.89,,,trochäisch,[5 5 5 5],m m m m,+ - + - + - + - + || + - + - + - + - + || + - + - + - + - + || + - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + - +<br>+ - + - + - + - +<br>+ - + - + - + - +<br>+ - + - + - + - +</p>",a b a b,jüngere Prägung (keine spezifische Herkunft),90,04 Vierzeiler,0,0,0,0,0,5,,,,,,
4.90,,,trochäisch,[5 5 5 5],m w m w,+ - + - + - + - + || + - + - + - + - + - || + - + - + - + - + || + - + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + - +<br>+ - + - + - + - + -<br>+ - + - + - + - +<br>+ - + - + - + - + -</p>",a b a b,jüngere Prägung (keine spezifische Herkunft),87,04 Vierzeiler,0,0,0,1,1,5,,,,,,
4.91,,,trochäisch,[5 5 5 5],m w w m,+ - + - + - + - + || + - + - + - + - + - || + - + - + - + - + - || + - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + - +<br>+ - + - + - + - + -<br>+ - + - + - + - + -<br>+ - + - + - + - +</p>",a b b a,jüngere Prägung (keine spezifische Herkunft),92,04 Vierzeiler,0,0,0,0,0,5,,,,,,
4.92,,,trochäisch,[5 5 5 5],w m m w,+ - + - + - + - + - || + - + - + - + - + || + - + - + - + - + || + - + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + - + -<br>+ - + - + - + - +<br>+ - + - + - + - +<br>+ - + - + - + - + -</p>",a b b a,jüngere Prägung (keine spezifische Herkunft),113,04 Vierzeiler,,,,,,,,,,,,
4.93,(trochäische 'elegiac stanza'),,trochäisch,[5 5 5 5],w m w m,+ - + - + - + - + - || + - + - + - + - + || + - + - + - + - + - || + - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + - + -<br>+ - + - + - + - +<br>+ - + - + - + - + -<br>+ - + - + - + - +</p>",a b a b / x a x a,englisch,19,04 Vierzeiler,0,0,0,16,5,29,,,,14,,7
4.94,,,daktylisch,[5 5 5 5],w m w m,+ - - + - - + - - + - - + - || + - - + - - + - - + - - + || + - - + - - + - - + - - + - || + - - + - - + - - + - - +,"<p style=""font-family:'Lucida Console', monospace"">+ - - + - - + - - + - - + -<br>+ - - + - - + - - + - - +<br>+ - - + - - + - - + - - + -<br>+ - - + - - + - - + - - +</p>",a b a b,jüngere Prägung (keine spezifische Herkunft),105,04 Vierzeiler,,,,,,,,,,,,
4.95,,,trochäisch,[5 5 5 5],w w m m,+ - + - + - + - + - || + - + - + - + - + - || + - + - + - + - + || + - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + - + -<br>+ - + - + - + - + -<br>+ - + - + - + - +<br>+ - + - + - + - +</p>",a a b b,jüngere Prägung (keine spezifische Herkunft),111,04 Vierzeiler,,,,,,,,,,,,
4.96,,,trochäisch,[5 5 5 5],w w w w,+ - + - + - + - + - || + - + - + - + - + - || + - + - + - + - + - || + - + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + - + -<br>+ - + - + - + - + -<br>+ - + - + - + - + -<br>+ - + - + - + - + -</p>",a a b b,jüngere Prägung (keine spezifische Herkunft),97,04 Vierzeiler,,,,,,,,,,,,
4.97,,,trochäisch,[5 5 5 5],w w w w,+ - + - + - + - + - || + - + - + - + - + - || + - + - + - + - + - || + - + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + - + -<br>+ - + - + - + - + -<br>+ - + - + - + - + -<br>+ - + - + - + - + -</p>",a b a b / x a x a,jüngere Prägung (keine spezifische Herkunft),77,04 Vierzeiler,0,0,0,0,1,7,,,,,,
4.98,,,trochäisch,[5 5 5 5],w w w w,+ - + - + - + - + - || + - + - + - + - + - || + - + - + - + - + - || + - + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + - + -<br>+ - + - + - + - + -<br>+ - + - + - + - + -<br>+ - + - + - + - + -</p>",a b b a,jüngere Prägung (keine spezifische Herkunft),103,04 Vierzeiler,,,,,,,,,,,,
4.99,,,jambisch,[5 5 5 5],m m m m,- + - + - + - + - + || - + - + - + - + - + || - + - + - + - + - + || - + - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - +<br>- + - + - + - + - +<br>- + - + - + - + - +<br>- + - + - + - + - +</p>",a a b b,jüngere Prägung (keine spezifische Herkunft),54,04 Vierzeiler,1,2,0,1,4,7,,,,,,
4.100,'elegiac stanza',,jambisch,[5 5 5 5],m m m m,- + - + - + - + - + || - + - + - + - + - + || - + - + - + - + - + || - + - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - +<br>- + - + - + - + - +<br>- + - + - + - + - +<br>- + - + - + - + - +</p>",a b a b / x a x a,englisch,25,04 Vierzeiler,0,0,0,3,5,26,,,,,,10
4.101,,,jambisch,[5 5 5 5],m m m m,- + - + - + - + - + || - + - + - + - + - + || - + - + - + - + - + || - + - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - +<br>- + - + - + - + - +<br>- + - + - + - + - +<br>- + - + - + - + - +</p>",a b b a,jüngere Prägung (keine spezifische Herkunft),41,04 Vierzeiler,0,0,0,0,2,15,,,,,,16
4.102,,,jambisch,[5 5 5 5],m m w w,- + - + - + - + - + || - + - + - + - + - + || - + - + - + - + - + - || - + - + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - +<br>- + - + - + - + - +<br>- + - + - + - + - + -<br>- + - + - + - + - + -</p>",a a b b,jüngere Prägung (keine spezifische Herkunft),78,04 Vierzeiler,0,4,0,1,3,2,,,,,,
4.103,,,jambisch,[5 5 5 5],m w m w,- + - + - + - + - + || - + - + - + - + - + - || - + - + - + - + - + || - + - + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - +<br>- + - + - + - + - + -<br>- + - + - + - + - +<br>- + - + - + - + - + -</p>",a b a b / x a x a,jüngere Prägung (keine spezifische Herkunft),17,04 Vierzeiler,0,1,2,5,16,29,,,,,14,8
4.104,,,jambisch,[5 5 5 5],m w w m,- + - + - + - + - + || - + - + - + - + - + - || - + - + - + - + - + - || - + - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - +<br>- + - + - + - + - + -<br>- + - + - + - + - + -<br>- + - + - + - + - +</p>",a b b a,jüngere Prägung (keine spezifische Herkunft),28,04 Vierzeiler,0,2,1,1,4,19,,,,,,13
4.105,,,jambisch,[5 5 5 5],w m m w,- + - + - + - + - + - || - + - + - + - + - + || - + - + - + - + - + || - + - + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - + -<br>- + - + - + - + - +<br>- + - + - + - + - +<br>- + - + - + - + - + -</p>",a b b a,jüngere Prägung (keine spezifische Herkunft),47,04 Vierzeiler,0,1,0,1,2,11,,,,,,20
4.106,,,jambisch,[5 5 5 5],w m w m,- + - + - + - + - + - || - + - + - + - + - + || - + - + - + - + - + - || - + - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - + -<br>- + - + - + - + - +<br>- + - + - + - + - + -<br>- + - + - + - + - +</p>",a b a b,französisch,8,04 Vierzeiler,1,1,6,7,20,92,,,,,11,1
4.107,,vers commun,jambisch,[5 5 5 5],w w m m,- + - + - + - + - + - || - + - + - + - + - + - || - + - + - + - + - + || - + - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - + -<br>- + - + - + - + - + -<br>- + - + - + - + - +<br>- + - + - + - + - +</p>",a a b b,französisch,64,04 Vierzeiler,1,11,3,1,2,1,,25,,,,
4.108,,vers commun,jambisch,[5 5 5 5],w w w w,- + - + - + - + - + - || - + - + - + - + - + - || - + - + - + - + - + - || - + - + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - + -<br>- + - + - + - + - + -<br>- + - + - + - + - + -<br>- + - + - + - + - + -</p>",a a b b,jüngere Prägung (keine spezifische Herkunft),89,04 Vierzeiler,,,,,,,,,,,,
4.109,,Endecasillabo,jambisch,[5 5 5 5],w w w w,- + - + - + - + - + - || - + - + - + - + - + - || - + - + - + - + - + - || - + - + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - + -<br>- + - + - + - + - + -<br>- + - + - + - + - + -<br>- + - + - + - + - + -</p>",a b a b,jüngere Prägung (keine spezifische Herkunft),21,04 Vierzeiler,0,0,0,2,12,26,,,,,19,9
4.110,,,jambisch,[5 5 5 5],w w w w,- + - + - + - + - + - || - + - + - + - + - + - || - + - + - + - + - + - || - + - + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - + -<br>- + - + - + - + - + -<br>- + - + - + - + - + -<br>- + - + - + - + - + -</p>",a b b a,jüngere Prägung (keine spezifische Herkunft),43,04 Vierzeiler,0,0,0,0,4,12,,,,,,19
4.111,asklepiadeische Odenstrophe,,heterometrisch,[6 6 3 4],m m w m,+ - + - - + | + - - + - + || + - + - - + | + - - + - + || + - + - - + - || + - + - - + - +,"<p style=""font-family:'Lucida Console', monospace"">+ - + - - + | + - - + - +<br>+ - + - - + | + - - + - +<br>+ - + - - + -<br>+ - + - - + - +</p>",x x x x (ungereimt),Antike,34,04 Vierzeiler,0,0,13,18,0,5,,,23,11,,
4.112,Judasstrophe,,trochäisch,[6 6 6 6],m m m m,+ - + - + - + - + - + || + - + - + - + - + - + || + - + - + - + - + - + || + - + - + - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">+ - + - + - + - + - +<br>+ - + - + - + - + - +<br>+ - + - + - + - + - +<br>+ - + - + - + - + - +</p>",a a b b,(altdeutsches) Kirchen-/Volkslied,111,04 Vierzeiler,,,,,,,,,,,,
4.113,,,jambisch,[6 6 6 6],m m m m,- + - + - + | - + - + - + || - + - + - + | - + - + - + || - + - + - + | - + - + - + || - + - + - + | - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + | - + - + - +<br>- + - + - + | - + - + - +<br>- + - + - + | - + - + - +<br>- + - + - + | - + - + - +</p>",a a b b,lateinische Hymnendichtung,93,04 Vierzeiler,1,4,1,0,0,2,,,,,,
4.114,neue Nibelungenstrophe,,jambisch,[6 6 6 6],m m m m,- + - + - + - | - + - + - + || - + - + - + - | - + - + - + || - + - + - + - | - + - + - + || - + - + - + - | - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - | - + - + - +<br>- + - + - + - | - + - + - +<br>- + - + - + - | - + - + - +<br>- + - + - + - | - + - + - +</p>",a a b b,mittelalterliche Heldenepik,89,04 Vierzeiler,,,,,,,,,,,,
4.115,,Alexandriner,jambisch,[6 6 6 6],m m w w,- + - + - + | - + - + - + || - + - + - + | - + - + - + || - + - + - + | - + - + - + - || - + - + - + | - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + | - + - + - +<br>- + - + - + | - + - + - +<br>- + - + - + | - + - + - + -<br>- + - + - + | - + - + - + -</p>",a a b b,jüngere Prägung (keine spezifische Herkunft),81,04 Vierzeiler,0,11,5,0,0,0,,24,,,,
4.116,,Alexandriner,jambisch,[6 6 6 6],m w m w,- + - + - + | - + - + - + || - + - + - + | - + - + - + - || - + - + - + | - + - + - + || - + - + - + | - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + | - + - + - +<br>- + - + - + | - + - + - + -<br>- + - + - + | - + - + - +<br>- + - + - + | - + - + - + -</p>",a b a b,jüngere Prägung (keine spezifische Herkunft),93,04 Vierzeiler,0,7,6,1,0,0,,,,,,
4.117,,Alexandriner,jambisch,[6 6 6 6],m w w m,- + - + - + | - + - + - + || - + - + - + | - + - + - + - || - + - + - + | - + - + - + - || - + - + - + | - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + | - + - + - +<br>- + - + - + | - + - + - + -<br>- + - + - + | - + - + - + -<br>- + - + - + | - + - + - +</p>",a b b a,jüngere Prägung (keine spezifische Herkunft),61,04 Vierzeiler,0,18,2,0,0,1,,12,,,,
4.118,,Alexandriner,jambisch,[6 6 6 6],w m m w,- + - + - + | - + - + - + - || - + - + - + | - + - + - + || - + - + - + | - + - + - + || - + - + - + | - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + | - + - + - + -<br>- + - + - + | - + - + - +<br>- + - + - + | - + - + - +<br>- + - + - + | - + - + - + -</p>",a b b a,französisch,70,04 Vierzeiler,0,16,0,0,0,1,,13,,,,
4.119,elegischer Alexandriner,Alexandriner,jambisch,[6 6 6 6],w m w m,- + - + - + | - + - + - + - || - + - + - + | - + - + - + || - + - + - + | - + - + - + - || - + - + - + | - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + | - + - + - + -<br>- + - + - + | - + - + - +<br>- + - + - + | - + - + - + -<br>- + - + - + | - + - + - +</p>",a b a b,niederländisch,84,04 Vierzeiler,0,2,6,2,0,3,,,,,,
4.120,heroischer Alexandriner,Alexandriner,jambisch,[6 6 6 6],w w m m,- + - + - + | - + - + - + - || - + - + - + | - + - + - + - || - + - + - + | - + - + - + || - + - + - + | - + - + - +,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + | - + - + - + -<br>- + - + - + | - + - + - + -<br>- + - + - + | - + - + - +<br>- + - + - + | - + - + - +</p>",a a b b,französisch,42,04 Vierzeiler,0,25,9,1,0,0,,6,,,,
4.121,,,jambisch,[6 6 6 6],w w w w,- + - + - + - + - + - + - || - + - + - + - + - + - + - || - + - + - + - + - + - + - || - + - + - + - + - + - + -,"<p style=""font-family:'Lucida Console', monospace"">- + - + - + - + - + - + -<br>- + - + - + - + - + - + -<br>- + - + - + - + - + - + -<br>- + - + - + - + - + - + -</p>",a b a b,jüngere Prägung (keine spezifische Herkunft),103,04 Vierzeiler,,,,,,,,,,,,
